Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
323160,Ubehebe Craters,United States,Maar(s),Eruption Dated,150 BCE,Canada and Western USA,USA (California),37.02,-117.45,752,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
323200,Salton Buttes,United States,Lava dome(s),Eruption Dated,210 CE,Canada and Western USA,USA (California),33.197,-115.616,-40,Rhyolite,Rift zone / Continental crust (>25 km)
324010,Black Butte Crater Lava Field,United States,Shield,Eruption Dated,8400 BCE,Canada and Western USA,USA (Idaho),43.183,-114.352,1478,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
324020,Craters of the Moon,United States,Volcanic field,Eruption Dated,130 BCE,Canada and Western USA,USA (Idaho),43.371,-113.493,2005,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
324030,Wapi Lava Field,United States,Shield,Eruption Dated,300 BCE,Canada and Western USA,USA (Idaho),42.886,-113.216,1597,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
324040,Hell's Half Acre,United States,Shield,Eruption Dated,3250 BCE,Canada and Western USA,USA (Idaho),43.5,-112.45,1631,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
326010,Soda Lakes,United States,Maar(s),Evidence Credible,Unknown,Canada and Western USA,USA (Nevada),39.525,-118.8778,1251,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
327040,Markagunt Plateau,United States,Volcanic field,Evidence Credible,1050 CE,Canada and Western USA,USA (Utah),37.58,-112.67,2840,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
327050,Black Rock Desert,United States,Volcanic field,Eruption Dated,1290 CE,Canada and Western USA,USA (Utah),38.97,-112.5,1800,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
327110,Carrizozo,United States,Pyroclastic cone(s),Eruption Dated,3250 BCE,Canada and Western USA,USA (New Mexico),33.78,-105.93,1731,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
327120,Zuni-Bandera,United States,Volcanic field,Eruption Dated,1170 BCE,Canada and Western USA,USA (New Mexico),34.8,-108,2550,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
327812,Red Hill,United States,Volcanic field,Eruption Dated,9450 BCE,Canada and Western USA,USA (New Mexico),34.25,-108.83,2300,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
328010,Dotsero,United States,Maar,Eruption Dated,2200 BCE,Canada and Western USA,USA (Colorado),39.661,-107.035,2230,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
329010,Uinkaret Field,United States,Volcanic field,Eruption Dated,1100 CE,Canada and Western USA,USA (Arizona),36.38,-113.13,1555,Trachybasalt / Tephrite Basanite,Rift zone / Continental crust (>25 km)
329020,San Francisco Volcanic Field,United States,Volcanic field,Eruption Dated,1075 CE,Canada and Western USA,USA (Arizona),35.347,-111.678,3850,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
331005,West Valley Segment,Canada,Fissure vent,Unrest / Holocene,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (northern),48.78,-128.64,-2550,,Rift zone / Intermediate crust (15-25 km)
331010,Endeavour Segment,Canada,Fissure vent(s),Eruption Dated,3490 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),47.95,-129.1,-2050,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
331011,Cobb Segment,Canada,Fissure vent(s),Eruption Dated,1180 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.88,-129.33,-2100,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
331020,CoAxial Segment,Undersea Features,Fissure vent(s),Eruption Observed,1993 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.52,-129.58,-2400,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
331021,Axial Seamount,Undersea Features,Fissure vent(s),Eruption Observed,2015 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130,-1410,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
331030,Cleft Segment,Undersea Features,Fissure vent(s),Eruption Observed,1986 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),44.83,-130.3,-2140,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
331031,North Gorda Ridge Segment,United States,Fissure vent(s),Eruption Observed,1996 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),42.67,-126.78,-3000,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
331032,Jackson Segment,United States,Fissure vent(s),Unrest / Holocene,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (northern),42.15,-127.05,-3100,,Rift zone / Oceanic crust (< 15 km)
331040,Escanaba Segment,United States,Fissure vent(s),Eruption Dated,2260 BCE,Hawaii and Pacific Ocean,Pacific Ocean (northern),40.98,-127.5,-1700,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
331060,East Blanco Depression,Undersea Features,Fissure vent,Unrest / Holocene,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (northern),44.267,-129.879,-3000,,Rift zone / Intermediate crust (15-25 km)
332000,Kama'ehuakanaloa,United States,Shield,Eruption Observed,1996 CE,Hawaii and Pacific Ocean,Hawaiian Islands,18.92,-155.27,-975,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
332010,Kilauea,United States,Shield,Eruption Observed,2023 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
332020,Mauna Loa,United States,Shield,Eruption Observed,2022 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
332030,Mauna Kea,United States,Shield,Eruption Dated,2460 BCE,Hawaii and Pacific Ocean,Hawaiian Islands,19.82,-155.47,4205,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
332040,Hualalai,United States,Shield,Eruption Observed,1801 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
332060,Haleakala,United States,Shield,Eruption Dated,1750 CE,Hawaii and Pacific Ocean,Hawaiian Islands,20.708,-156.25,3055,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
333010,Teahitia,France,Compound,Eruption Dated,1985 CE,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.564,-148.821,-1743,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km)
333020,Rocard,France,Cone,Eruption Dated,1972 CE,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.662,-148.586,-2515,Trachyte / Trachydacite,Intraplate / Oceanic crust (< 15 km)
333030,Moua Pihaa,France,Stratovolcano,Eruption Dated,1970 CE,Hawaii and Pacific Ocean,Pacific Ocean (central),-18.325,-148.525,-312,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km)
333040,Mehetia,France,Stratovolcano,Evidence Credible,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.874,-148.068,389,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km)
333050,Adams Seamount,United Kingdom,Lava dome,Eruption Dated,50 BCE,Hawaii and Pacific Ocean,Pacific Ocean (central),-25.37,-129.27,-39,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
333060,Macdonald,France,Shield,Eruption Observed,1989 CE,Hawaii and Pacific Ocean,Pacific Ocean (central),-28.98,-140.25,-39,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
334020,Northern EPR at 17°N,Mexico,Fissure vent(s),Eruption Dated,50 BCE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),16.55,-105.32,-2700,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
334021,Northern EPR at 16°N,Mexico,Fissure vent(s),Eruption Dated,50 BCE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),15.83,-105.43,-2300,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
334040,Northern EPR at 10.7°N,Undersea Features,Fissure vent(s),Eruption Observed,2003 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),10.73,-103.58,-2900,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
334050,Northern EPR at 9.8°N,Undersea Features,Fissure vent(s),Eruption Observed,2006 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),9.83,-104.3,-2500,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
334070,Galapagos Rift,Ecuador,Fissure vent(s),Eruption Observed,1996 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),0.792,-86.15,-2430,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
334100,Southern EPR at 8°S,Undersea Features,Fissure vent(s),Eruption Observed,1969 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),-8.27,-107.95,-2800,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
334120,Southern EPR at 17.5°S (Segment K),Undersea Features,Fissure vent(s),Eruption Observed,1990 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),-17.436,-113.206,-2566,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
334130,Southern EPR at 18.2°S (Segment J),Undersea Features,Fissure vent(s),Eruption Dated,1890 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),-18.175,-113.35,-2650,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
334140,Southern EPR at 18.5°S (Segment I),Undersea Features,Fissure vent(s),Eruption Dated,1915 CE,Hawaii and Pacific Ocean,Pacific Ocean (eastern),-18.53,-113.42,-2600,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
335020,Hollister Ridge,Undersea Features,Fissure vent,Evidence Uncertain,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (southern),-53.998,-139.845,-1000,No Data (checked),Intraplate / Oceanic crust (< 15 km)
335030,Udintsev Transform,Undersea Features,Fissure vent,Evidence Uncertain,Unknown,Hawaii and Pacific Ocean,Pacific Ocean (southern),-56.153,-143.373,-5700,No Data (checked),Intraplate / Oceanic crust (< 15 km)
341000,"Prieto, Cerro",Mexico,Lava dome,Evidence Uncertain,Unknown,México and Central America,Mexico,32.418,-115.305,223,Dacite,Rift zone / Continental crust (>25 km)
341001,Pinacate,Mexico,Volcanic field,Evidence Credible,Unknown,México and Central America,Mexico,31.85,-113.5,1183,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
341003,"San Luis, Isla",Mexico,Tuff cone,Evidence Credible,Unknown,México and Central America,Mexico,29.97,-114.4,180,Rhyolite,Rift zone / Continental crust (>25 km)
341004,Jaraguay Volcanic Field,Mexico,Volcanic field,Evidence Credible,Unknown,México and Central America,Mexico,29.33,-114.5,960,Andesite / Basaltic Andesite,Rift zone / Continental crust (>25 km)
341005,Coronado,Mexico,Stratovolcano,Unrest / Holocene,Unknown,México and Central America,Mexico,29.08,-113.513,440,No Data (checked),Rift zone / Continental crust (>25 km)
341007,San Borja Volcanic Field,Mexico,Volcanic field,Evidence Credible,Unknown,México and Central America,Mexico,28.5,-113.75,1360,Andesite / Basaltic Andesite,Rift zone / Continental crust (>25 km)
341011,"Tortuga, Isla",Mexico,Shield,Evidence Credible,Unknown,México and Central America,Mexico,27.438,-111.881,224,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
341012,Comondu-La Purisima,Mexico,Volcanic field,Evidence Uncertain,Unknown,México and Central America,Mexico,26,-111.92,780,Trachyandesite / Basaltic Trachyandesite,Rift zone / Continental crust (>25 km)
341020,Barcena,Mexico,Pyroclastic cone(s),Eruption Observed,1953 CE,México and Central America,Mexico,19.3,-110.82,332,Trachyte / Trachydacite,Rift zone / Oceanic crust (< 15 km)
341021,Socorro,Mexico,Shield,Eruption Observed,1994 CE,México and Central America,Mexico,18.78,-110.95,1050,Trachyte / Trachydacite,Rift zone / Oceanic crust (< 15 km)
341022,Durango Volcanic Field,Mexico,Volcanic field,Evidence Credible,Unknown,México and Central America,Mexico,24.15,-104.45,2075,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
341024,Sanganguey,Mexico,Stratovolcano,Evidence Credible,Unknown,México and Central America,Mexico,21.45,-104.73,2340,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
341030,Ceboruco,Mexico,Stratovolcano,Eruption Observed,1875 CE,México and Central America,Mexico,21.125,-104.508,2280,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
341031,Mascota Volcanic Field,Mexico,Volcanic field,Evidence Credible,Unknown,México and Central America,Mexico,20.567,-104.817,2525,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
341040,Colima,Mexico,Stratovolcano(es),Eruption Observed,2019 CE,México and Central America,Mexico,19.514,-103.62,3850,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
341060,Michoacan-Guanajuato,Mexico,Volcanic field,Eruption Observed,1952 CE,México and Central America,Mexico,19.85,-101.75,3860,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
