Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
342100,Agua,Guatemala,Stratovolcano,Evidence Credible,Unknown,México and Central America,Guatemala,14.465,-90.743,3760,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
342110,Pacaya,Guatemala,Complex,Eruption Observed,2021 CE,México and Central America,Guatemala,14.382,-90.601,2569,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
342111,Cuilapa-Barbarena,Guatemala,Volcanic field,Evidence Credible,Unknown,México and Central America,Guatemala,14.33,-90.4,1454,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
342120,Tecuamburro,Guatemala,Stratovolcano,Eruption Dated,960 BCE,México and Central America,Guatemala,14.156,-90.407,1845,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
342121,Jumaytepeque,Guatemala,Stratovolcano,Evidence Uncertain,Unknown,México and Central America,Guatemala,14.34,-90.271,1802,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
342130,Moyuta,Guatemala,Stratovolcano,Evidence Credible,Unknown,México and Central America,Guatemala,14.03,-90.1,1662,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
342140,Flores,Guatemala,Volcanic field,Evidence Credible,Unknown,México and Central America,Guatemala,14.308,-89.992,1600,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
342141,Tahual,Guatemala,Stratovolcano,Evidence Credible,Unknown,México and Central America,Guatemala,14.43,-89.9,1716,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
342150,"Santiago, Cerro",Guatemala,Volcanic field,Evidence Credible,Unknown,México and Central America,Guatemala,14.33,-89.87,1192,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
342160,Suchitan,Guatemala,Stratovolcano(es),Evidence Credible,Unknown,México and Central America,Guatemala,14.4,-89.78,2042,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
342170,Chingo,Guatemala-El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,Guatemala,14.12,-89.73,1775,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
342180,Ixtepeque,Guatemala,Lava dome(s),Evidence Credible,Unknown,México and Central America,Guatemala,14.42,-89.68,1292,Rhyolite,Subduction zone / Continental crust (>25 km)
343001,San Diego,El Salvador-Guatemala,Volcanic field,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,14.27,-89.48,781,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343002,"Singuil, Cerro",El Salvador,Volcanic field,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,14.054,-89.631,926,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343010,Apaneca Range,El Salvador,Stratovolcano(es),Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.872,-89.742,2028,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343020,Santa Ana,El Salvador,Stratovolcano,Eruption Observed,2005 CE,México and Central America,El Salvador and Honduras,13.853,-89.63,2381,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343030,Izalco,El Salvador,Stratovolcano,Eruption Observed,1966 CE,México and Central America,El Salvador and Honduras,13.813,-89.633,1950,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343041,Coatepeque Caldera,El Salvador,Caldera,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.87,-89.55,746,Rhyolite,Subduction zone / Continental crust (>25 km)
343050,San Salvador,El Salvador,Stratovolcano,Eruption Observed,1917 CE,México and Central America,El Salvador and Honduras,13.734,-89.294,1893,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343051,"Cinotepeque, Cerro",El Salvador,Volcanic field,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,14.02,-89.25,665,No Data (checked),Subduction zone / Continental crust (>25 km)
343052,Guazapa,El Salvador,Stratovolcano,Evidence Uncertain,Unknown,México and Central America,El Salvador and Honduras,13.9,-89.12,1438,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343060,Ilopango,El Salvador,Caldera,Eruption Observed,1880 CE,México and Central America,El Salvador and Honduras,13.672,-89.053,450,Dacite,Subduction zone / Continental crust (>25 km)
343070,San Vicente,El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.595,-88.837,2182,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343071,Apastepeque Field,El Salvador,Volcanic field,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.72,-88.77,700,Dacite,Subduction zone / Continental crust (>25 km)
343072,Taburete,El Salvador,Stratovolcano,Evidence Uncertain,Unknown,México and Central America,El Salvador and Honduras,13.435,-88.532,1172,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343080,Tecapa,El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.494,-88.502,1593,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343081,Usulutan,El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.419,-88.471,1449,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343082,"Tigre, El",El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.47,-88.43,1640,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343090,Chinameca,El Salvador,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.478,-88.33,1300,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343100,San Miguel,El Salvador,Stratovolcano,Eruption Observed,2023 CE,México and Central America,El Salvador and Honduras,13.434,-88.269,2130,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343101,"Aramuaca, Laguna",El Salvador,Maar,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.428,-88.105,181,No Data (checked),Subduction zone / Continental crust (>25 km)
343130,"Tigre, Isla del",Honduras,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.274,-87.639,774,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343140,"Zacate Grande, Isla",Honduras,Stratovolcano,Evidence Credible,Unknown,México and Central America,El Salvador and Honduras,13.33,-87.63,640,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343150,"Yojoa, Lago",Honduras,Volcanic field,Eruption Dated,7638 BCE,México and Central America,El Salvador and Honduras,14.964,-87.983,1060,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
344010,Cosiguina,Nicaragua,Stratovolcano,Eruption Observed,1859 CE,México and Central America,Nicaragua,12.98,-87.57,872,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
344020,San Cristobal,Nicaragua,Stratovolcano,Eruption Observed,2023 CE,México and Central America,Nicaragua,12.702,-87.004,1745,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344040,Telica,Nicaragua,Stratovolcano(es),Eruption Observed,2022 CE,México and Central America,Nicaragua,12.606,-86.84,1036,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344070,"Negro, Cerro",Nicaragua,Pyroclastic cone(s),Eruption Observed,1999 CE,México and Central America,Nicaragua,12.506,-86.702,728,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344080,Las Pilas-El Hoyo Complex,Nicaragua,Complex,Eruption Observed,1954 CE,México and Central America,Nicaragua,12.4922,-86.6786,1088,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
344090,Momotombo,Nicaragua,Stratovolcano,Eruption Observed,2016 CE,México and Central America,Nicaragua,12.423,-86.539,1270,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344091,Apoyeque,Nicaragua,Caldera,Eruption Dated,50 BCE,México and Central America,Nicaragua,12.242,-86.342,518,Dacite,Subduction zone / Continental crust (>25 km)
344092,Nejapa-Miraflores,Nicaragua,Fissure vent(s),Eruption Dated,1060 CE,México and Central America,Nicaragua,12.12,-86.32,360,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344100,Masaya,Nicaragua,Caldera,Eruption Observed,2012 CE,México and Central America,Nicaragua,11.9844,-86.1688,594,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344101,Granada,Nicaragua,Fissure vent(s),Evidence Credible,Unknown,México and Central America,Nicaragua,11.9,-85.979,250,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344110,Mombacho,Nicaragua,Stratovolcano,Unrest / Holocene,Unknown,México and Central America,Nicaragua,11.826,-85.968,1344,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
344111,Zapatera,Nicaragua,Shield,Evidence Credible,Unknown,México and Central America,Nicaragua,11.73,-85.82,629,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
344120,Concepcion,Nicaragua,Stratovolcano,Eruption Observed,2011 CE,México and Central America,Nicaragua,11.538,-85.622,1700,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345010,Orosi,Costa Rica,Stratovolcano(es),Evidence Uncertain,Unknown,México and Central America,Costa Rica,10.98,-85.473,1659,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345020,Rincon de la Vieja,Costa Rica,Complex,Eruption Observed,2024 CE,México and Central America,Costa Rica,10.83,-85.324,1916,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345030,Miravalles,Costa Rica,Stratovolcano,Eruption Observed,1946 CE,México and Central America,Costa Rica,10.748,-85.153,2028,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345031,Tenorio,Costa Rica,Stratovolcano(es),Evidence Credible,Unknown,México and Central America,Costa Rica,10.673,-85.015,1916,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345033,Arenal,Costa Rica,Stratovolcano,Eruption Observed,2010 CE,México and Central America,Costa Rica,10.463,-84.703,1670,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345034,Platanar,Costa Rica,Stratovolcano(es),Evidence Credible,Unknown,México and Central America,Costa Rica,10.3,-84.366,2267,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345040,Poas,Costa Rica,Stratovolcano,Eruption Observed,2024 CE,México and Central America,Costa Rica,10.2,-84.233,2697,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345050,Barva,Costa Rica,Complex,Eruption Dated,6050 BCE,México and Central America,Costa Rica,10.135,-84.1,2906,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345060,Irazu,Costa Rica,Stratovolcano,Eruption Observed,1977 CE,México and Central America,Costa Rica,9.979,-83.852,3436,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345070,Turrialba,Costa Rica,Stratovolcano,Eruption Observed,2022 CE,México and Central America,Costa Rica,10.025,-83.767,3340,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
346010,Baru,Panama,Stratovolcano,Eruption Observed,1550 CE,México and Central America,Panama,8.808,-82.543,3474,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351011,Romeral,Colombia,Stratovolcano,Eruption Dated,5390 BCE,South America,Colombia,5.203,-75.363,3769,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351012,"Bravo, Cerro",Colombia,Stratovolcano,Eruption Dated,1720 CE,South America,Colombia,5.091,-75.293,3985,Dacite,Subduction zone / Continental crust (>25 km)
351020,"Ruiz, Nevado del",Colombia,Stratovolcano,Eruption Observed,2024 CE,South America,Colombia,4.892,-75.324,5279,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351021,Santa Isabel,Colombia,Shield,Eruption Dated,850 BCE,South America,Colombia,4.818,-75.365,4944,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351030,"Tolima, Nevado del",Colombia,Stratovolcano,Eruption Observed,1943 CE,South America,Colombia,4.658,-75.33,5215,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351040,Machin,Colombia,Stratovolcano,Eruption Dated,1180 CE,South America,Colombia,4.487,-75.389,2749,Dacite,Subduction zone / Continental crust (>25 km)
351050,"Huila, Nevado del",Colombia,Stratovolcano,Eruption Observed,2012 CE,South America,Colombia,2.93,-76.03,5364,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351060,Purace,Colombia,Stratovolcano(es),Eruption Observed,2023 CE,South America,Colombia,2.32,-76.4,4650,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351061,Sotara,Colombia,Stratovolcano,Evidence Credible,Unknown,South America,Colombia,2.108,-76.592,4400,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351070,Dona Juana,Colombia,Stratovolcano,Eruption Observed,1906 CE,South America,Colombia,1.5,-76.936,4137,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351080,Galeras,Colombia,Complex,Eruption Observed,2014 CE,South America,Colombia,1.22,-77.37,4276,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351090,Azufral,Colombia,Stratovolcano,Eruption Dated,930 BCE,South America,Colombia,1.08,-77.68,4070,Dacite,Subduction zone / Continental crust (>25 km)
351100,Cumbal,Colombia,Stratovolcano,Eruption Observed,1926 CE,South America,Colombia,0.95,-77.87,4764,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
351110,Chiles-Cerro Negro,Colombia-Ecuador,Stratovolcano,Evidence Uncertain,1936 CE,South America,Colombia,0.817,-77.938,4698,Dacite,Subduction zone / Continental crust (>25 km)
352001,Soche,Ecuador,Stratovolcano,Eruption Dated,6650 BCE,South America,Ecuador,0.552,-77.58,3955,Dacite,Subduction zone / Continental crust (>25 km)
352002,Chachimbiro,Ecuador,Stratovolcano,Eruption Dated,3740 BCE,South America,Ecuador,0.468,-78.287,4106,Dacite,Subduction zone / Continental crust (>25 km)
352003,Cuicocha,Ecuador,Caldera,Eruption Dated,650 CE,South America,Ecuador,0.308,-78.364,3246,Dacite,Subduction zone / Continental crust (>25 km)
352004,Imbabura,Ecuador,Compound,Eruption Dated,5550 BCE,South America,Ecuador,0.258,-78.183,4609,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352005,Mojanda,Ecuador,Stratovolcano(es),Evidence Uncertain,Unknown,South America,Ecuador,0.13,-78.27,4263,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352006,Cayambe,Ecuador,Compound,Eruption Observed,1786 CE,South America,Ecuador,0.029,-77.986,5790,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352010,Reventador,Ecuador,Stratovolcano,Eruption Observed,2024 CE,South America,Ecuador,-0.077,-77.656,3562,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352011,Pululahua,Ecuador,Caldera,Eruption Dated,290 CE,South America,Ecuador,0.0464,-78.49,3360,Dacite,Subduction zone / Continental crust (>25 km)
352020,Guagua Pichincha,Ecuador,Stratovolcano,Eruption Observed,2002 CE,South America,Ecuador,-0.171,-78.598,4784,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352021,Atacazo,Ecuador,Stratovolcano,Eruption Dated,320 BCE,South America,Ecuador,-0.353,-78.617,4463,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352022,Chacana,Ecuador,Caldera,Eruption Observed,1773 CE,South America,Ecuador,-0.375,-78.25,4643,Rhyolite,Subduction zone / Continental crust (>25 km)
352030,Antisana,Ecuador,Stratovolcano,Eruption Observed,1802 CE,South America,Ecuador,-0.481,-78.141,5753,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352031,Aliso,Ecuador,Stratovolcano,Eruption Dated,2450 BCE,South America,Ecuador,-0.53,-78,4267,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352040,Sumaco,Ecuador,Stratovolcano,Evidence Uncertain,1895 CE,South America,Ecuador,-0.538,-77.626,3990,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
352041,Iliniza,Ecuador,Stratovolcano,Evidence Credible,Unknown,South America,Ecuador,-0.662,-78.716,5162,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352050,Cotopaxi,Ecuador,Stratovolcano,Eruption Observed,2023 CE,South America,Ecuador,-0.677,-78.436,5911,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352060,Quilotoa,Ecuador,Caldera,Eruption Dated,1280 CE,South America,Ecuador,-0.8592,-78.9044,3914,Dacite,Subduction zone / Continental crust (>25 km)
352071,Chimborazo,Ecuador,Stratovolcano,Eruption Dated,550 CE,South America,Ecuador,-1.469,-78.817,6261,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352080,Tungurahua,Ecuador,Stratovolcano,Eruption Observed,2016 CE,South America,Ecuador,-1.467,-78.442,5023,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352081,Licto,Ecuador,Pyroclastic cone(s),Evidence Uncertain,Unknown,South America,Ecuador,-1.786,-78.614,3322,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352090,Sangay,Ecuador,Stratovolcano,Eruption Observed,2024 CE,South America,Ecuador,-2.005,-78.341,5286,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
353010,Fernandina,Ecuador,Shield,Eruption Observed,2024 CE,South America,Galapagos Islands,-0.37,-91.55,1476,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353011,Ecuador,Ecuador,Shield,Eruption Dated,1150 CE,South America,Galapagos Islands,-0.02,-91.546,790,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353020,Wolf,Ecuador,Shield,Eruption Observed,2022 CE,South America,Galapagos Islands,0.02,-91.35,1710,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353030,Darwin,Ecuador,Shield,Eruption Dated,1813 CE,South America,Galapagos Islands,-0.18,-91.28,1330,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353040,Alcedo,Ecuador,Shield,Eruption Observed,1993 CE,South America,Galapagos Islands,-0.43,-91.12,1130,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353050,"Negra, Sierra",Ecuador,Shield,Eruption Observed,2018 CE,South America,Galapagos Islands,-0.83,-91.17,1124,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353060,"Azul, Cerro",Ecuador,Shield,Eruption Observed,2008 CE,South America,Galapagos Islands,-0.92,-91.408,1640,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353070,Pinta,Ecuador,Shield,Eruption Observed,1928 CE,South America,Galapagos Islands,0.58,-90.75,780,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353080,Marchena,Ecuador,Shield,Eruption Observed,1991 CE,South America,Galapagos Islands,0.33,-90.47,343,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353081,Genovesa,Ecuador,Shield,Evidence Credible,Unknown,South America,Galapagos Islands,0.32,-89.958,64,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353090,Santiago,Ecuador,Shield,Eruption Observed,1906 CE,South America,Galapagos Islands,-0.22,-90.77,920,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353091,Santa Cruz,Ecuador,Shield,Evidence Credible,Unknown,South America,Galapagos Islands,-0.62,-90.33,864,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
353120,San Cristobal,Ecuador,Shield,Evidence Credible,Unknown,South America,Galapagos Islands,-0.88,-89.5,759,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
354000,Kimsachata-Oroscocha,Peru,Lava dome,Eruption Dated,4450 BCE,South America,Peru,-14.131,-71.363,3848,Rhyolite,Subduction zone / Continental crust (>25 km)
354001,"Auquihuato, Cerro",Peru,Pyroclastic cone,Evidence Uncertain,Unknown,South America,Peru,-15.07,-73.18,4980,No Data (checked),Subduction zone / Continental crust (>25 km)
354002,Sara Sara,Peru,Stratovolcano,Evidence Credible,Unknown,South America,Peru,-15.33,-73.45,5522,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354003,Coropuna,Peru,Stratovolcano,Evidence Credible,Unknown,South America,Peru,-15.52,-72.65,6377,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354004,Andahua-Orcopampa,Peru,Volcanic field,Eruption Dated,1490 CE,South America,Peru,-15.42,-72.33,4713,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
354005,Huambo,Peru,Volcanic field,Eruption Dated,700 BCE,South America,Peru,-15.78,-72.08,4554,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
354006,Sabancaya,Peru,Stratovolcano(es),Eruption Observed,2024 CE,South America,Peru,-15.787,-71.857,5960,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354007,"Chachani, Nevado",Peru,Stratovolcano,Evidence Uncertain,Unknown,South America,Peru,-16.191,-71.53,6057,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354010,"Misti, El",Peru,Stratovolcano,Eruption Observed,1985 CE,South America,Peru,-16.294,-71.409,5822,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354020,Ubinas,Peru,Stratovolcano,Eruption Observed,2023 CE,South America,Peru,-16.345,-70.8972,5608,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354030,Huaynaputina,Peru,Stratovolcano,Eruption Observed,1600 CE,South America,Peru,-16.6144,-70.8542,4679,Dacite,Subduction zone / Continental crust (>25 km)
354031,Ticsani,Peru,Lava dome(s),Eruption Dated,1800 CE,South America,Peru,-16.7586,-70.5981,5382,Dacite,Subduction zone / Continental crust (>25 km)
354040,Tutupaca,Peru,Stratovolcano(es),Eruption Observed,1802 CE,South America,Peru,-17.026,-70.372,5801,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354050,Yucamane,Peru,Stratovolcano(es),Eruption Observed,1320 BCE,South America,Peru,-17.184,-70.196,5495,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354060,"Casiri, Nevados",Peru,Stratovolcano(es),Evidence Credible,Unknown,South America,Peru,-17.4852,-69.7886,5626,Trachyte / Trachydacite,Subduction zone / Continental crust (>25 km)
355010,Tacora,Chile-Peru,Stratovolcano(es),Unrest / Holocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-17.7209,-69.7728,5960,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355011,Taapaca,Chile,Complex,Eruption Dated,320 BCE,South America,"Northern Chile, Bolivia and Argentina",-18.1,-69.5,5860,Dacite,Subduction zone / Continental crust (>25 km)
355012,Parinacota,Chile-Bolivia,Stratovolcano,Eruption Dated,290 CE,South America,"Northern Chile, Bolivia and Argentina",-18.166,-69.142,6336,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355020,Guallatiri,Chile,Stratovolcano,Eruption Observed,1960 CE,South America,"Northern Chile, Bolivia and Argentina",-18.42,-69.092,6071,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355030,Isluga,Chile,Stratovolcano,Eruption Observed,1913 CE,South America,"Northern Chile, Bolivia and Argentina",-19.15,-68.83,5550,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355032,Tata Sabaya,Bolivia,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.13,-68.53,5430,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355040,Irruputuncu,Chile-Bolivia,Stratovolcano,Eruption Observed,1995 CE,South America,"Northern Chile, Bolivia and Argentina",-20.73,-68.55,5163,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355050,Olca-Paruma,Chile-Bolivia,Stratovolcano(es),Eruption Observed,Unknown,South America,"Northern Chile, Bolivia and Argentina",-20.939,-68.413,5705,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355090,Putana,Chile,Stratovolcano,Eruption Observed,1810 CE,South America,"Northern Chile, Bolivia and Argentina",-22.557,-67.853,5884,Dacite,Subduction zone / Continental crust (>25 km)
355091,Sairecabur,Chile-Bolivia,Stratovolcano(es),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.719,-67.891,5961,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355092,Licancabur,Chile-Bolivia,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.83,-67.88,5916,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355093,Guayaques,Chile-Bolivia,Lava dome(s),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.895,-67.566,5598,Dacite,Subduction zone / Continental crust (>25 km)
355094,Purico Complex,Chile,Shield(pyroclastic),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23,-67.75,5703,Dacite,Subduction zone / Continental crust (>25 km)
355095,Colachi,Chile,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.236,-67.645,5631,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355096,Acamarachi,Chile,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.292,-67.618,6023,Dacite,Subduction zone / Continental crust (>25 km)
355098,Chiliques,Chile,Stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.58,-67.7,5778,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355100,Lascar,Chile,Stratovolcano(es),Eruption Observed,2023 CE,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355101,Cordon de Puntas Negras,Chile,Stratovolcano(es),Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355102,Miniques,Chile,Stratovolcano(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.82,-67.77,5910,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355103,"Tujle, Cerro",Chile,Maar,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.83,-67.95,3550,No Data (checked),Subduction zone / Continental crust (>25 km)
355104,Caichinque,Chile,Stratovolcano(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.949,-67.74,4458,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355105,Tilocalar,Chile,Lava cone(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.97,-68.13,3109,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355107,Pular,Chile,Stratovolcano(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.188,-68.054,6233,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355108,"Negrillar, La",Chile,Pyroclastic cone(s),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.319,-68.59,4220,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355109,Socompa,Chile-Argentina,Stratovolcano,Eruption Dated,5250 BCE,South America,"Northern Chile, Bolivia and Argentina",-24.396,-68.246,6031,Dacite,Subduction zone / Continental crust (>25 km)
